i_,i0_,name,mult,inchi,path
1344,1085,C7H13-3D7OOH,1,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7-9-8/h3-4,8H,2,5-7H2,1H3/b4-3+",
1345,1086,C7H13O12-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6(10-8)7-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1346,1086,C7H13O12-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6(10-8)7-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1347,1087,C7H13O12-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-6(10-8)4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1348,1087,C7H13O12-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-6(10-8)4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1349,1088,C7H13O12-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)3-4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1350,1088,C7H13O12-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)3-4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1351,1089,C7H13O12-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)3-2-4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1352,1089,C7H13O12-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)3-2-4-7-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1353,1090,C7H13O13-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1354,1090,C7H13O13-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1355,1091,C7H13O13-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-7(10-8)6-4-5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1356,1091,C7H13O13-4OOH,1,"InChI=1S/C7H14O3/c1-2-3-7(10-8)6-4-5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1357,1092,C7H13O13-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)5-7-3-4-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1358,1092,C7H13O13-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)5-7-3-4-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1359,1093,C7H13O13-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)2-3-7-4-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1360,1093,C7H13O13-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)2-3-7-4-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1361,1094,C7H13O13-7OOH,1,"InChI=1S/C7H14O3/c8-10-5-2-1-3-7-4-6-9-7/h7-8H,1-6H2/t7-/m0/s1",
1362,1095,C7H13O14-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1363,1095,C7H13O14-2OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1364,1096,C7H13O14-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-8)4-5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1365,1096,C7H13O14-3OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-8)4-5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1366,1097,C7H13O14-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)7-4-3-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1367,1097,C7H13O14-5OOH,1,"InChI=1S/C7H14O3/c1-2-6(10-8)7-4-3-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1368,1098,C7H13O14-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)5-7-3-2-4-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1369,1098,C7H13O14-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)5-7-3-2-4-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1370,1099,C7H13O14-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-2-4-7-3-1-5-9-7/h7-8H,1-6H2/t7-/m0/s1",
1371,1100,C7H13O15-2OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1372,1100,C7H13O15-2OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-8)5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1373,1101,C7H13O15-3OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-8)3-4-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1374,1101,C7H13O15-3OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-8)3-4-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1375,1102,C7H13O15-4OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-8)4-3-5-9-6/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1376,1102,C7H13O15-4OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-8)4-3-5-9-6/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1377,1103,C7H13O15-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)7-4-2-3-5-9-7/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1378,1103,C7H13O15-6OOH,1,"InChI=1S/C7H14O3/c1-6(10-8)7-4-2-3-5-9-7/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1379,1104,C7H13O15-7OOH,1,"InChI=1S/C7H14O3/c8-10-6-4-7-3-1-2-5-9-7/h7-8H,1-6H2/t7-/m0/s1",
1380,1105,C7H13O23-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1381,1105,C7H13O23-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-4-6-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1382,1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1383,1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1384,1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1385,1106,C7H13O23-4OOH,1,"InChI=1S/C7H14O3/c1-3-4-6(10-8)7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1386,1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1387,1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1388,1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1389,1107,C7H13O23-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)4-7-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1390,1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1391,1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1392,1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1393,1108,C7H13O23-6OOH,1,"InChI=1S/C7H14O3/c1-5(10-8)3-4-7-6(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1394,1109,C7H13O23-7OOH,1,"InChI=1S/C7H14O3/c1-6-7(10-6)4-2-3-5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1395,1109,C7H13O23-7OOH,1,"InChI=1S/C7H14O3/c1-6-7(10-6)4-2-3-5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1396,1110,C7H13O24-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1397,1110,C7H13O24-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1398,1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1399,1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1400,1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1401,1111,C7H13O24-3OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1402,1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1403,1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1404,1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1405,1112,C7H13O24-5OOH,1,"InChI=1S/C7H14O3/c1-3-6(10-8)7-4-5(2)9-7/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1406,1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1407,1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1408,1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1409,1113,C7H13O24-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(9-5)4-6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1410,1114,C7H13O24-7OOH,1,"InChI=1S/C7H14O3/c1-6-5-7(10-6)3-2-4-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1411,1114,C7H13O24-7OOH,1,"InChI=1S/C7H14O3/c1-6-5-7(10-6)3-2-4-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1412,1115,C7H13O25-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1413,1115,C7H13O25-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-3-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1414,1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1415,1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1416,1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1417,1116,C7H13O25-3OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(10-8)5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1418,1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1419,1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1420,1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1421,1117,C7H13O25-4OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(10-8)4-5(2)9-6/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1422,1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1423,1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1424,1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1425,1118,C7H13O25-6OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(9-5)6(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1426,1119,C7H13O25-7OOH,1,"InChI=1S/C7H14O3/c1-6-2-3-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1427,1119,C7H13O25-7OOH,1,"InChI=1S/C7H14O3/c1-6-2-3-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1428,1120,C7H13O26-1OOH,1,"InChI=1S/C7H14O3/c1-6-3-2-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1429,1120,C7H13O26-1OOH,1,"InChI=1S/C7H14O3/c1-6-3-2-4-7(10-6)5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1430,1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1431,1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1432,1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1433,1121,C7H13O26-3OOH,1,"InChI=1S/C7H14O3/c1-5-3-4-7(10-8)6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1434,1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1435,1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1436,1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7-",
1437,1122,C7H13O26-4OOH,1,"InChI=1S/C7H14O3/c1-5-3-7(10-8)4-6(2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7+",
1438,1123,C7H13O34-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1439,1123,C7H13O34-1OOH,1,"InChI=1S/C7H14O3/c1-2-3-6-7(10-6)4-5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1440,1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1441,1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1442,1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1443,1124,C7H13O34-2OOH,1,"InChI=1S/C7H14O3/c1-3-4-6-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1444,1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1445,1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1446,1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1447,1125,C7H13O34-5OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(9-5)6(4-2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1448,1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1449,1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1450,1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1451,1126,C7H13O34-6OOH,1,"InChI=1S/C7H14O3/c1-3-6-7(9-6)4-5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1452,1127,C7H13O34-7OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-6)4-3-5-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1453,1127,C7H13O34-7OOH,1,"InChI=1S/C7H14O3/c1-2-6-7(10-6)4-3-5-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1454,1128,C7H13O35-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-6)3-4-9-8/h6-8H,2-5H2,1H3/t6-,7-/m0/s1",
1455,1128,C7H13O35-1OOH,1,"InChI=1S/C7H14O3/c1-2-6-5-7(10-6)3-4-9-8/h6-8H,2-5H2,1H3/t6-,7+/m0/s1",
1456,1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7-/m0/s1",
1457,1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6-,7+/m0/s1",
1458,1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7-/m0/s1",
1459,1129,C7H13O35-2OOH,1,"InChI=1S/C7H14O3/c1-3-6-4-7(9-6)5(2)10-8/h5-8H,3-4H2,1-2H3/t5-,6+,7+/m0/s1",
1460,1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1461,1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3/t5-,6-/m0/s1",
1462,1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7-",
1463,1130,C7H13O35-4OOH,1,"InChI=1S/C7H14O3/c1-3-5-7(10-8)6(4-2)9-5/h5-8H,3-4H2,1-2H3/t5-,6+,7+",
1464,1131,C7KET12O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h6-7H,2-5H2,1H3/t7-/m0/s1",
1465,1132,C7KET13O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h6-7H,2-5H2,1H3/t7-/m0/s1",
1466,1133,C7KET14O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h6-7H,2-5H2,1H3/t7-/m0/s1",
1467,1134,C7KET15O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h6-7H,2-5H2,1H3/t7-/m0/s1",
1468,1135,C7KET21O,2,"InChI=1S/C7H13O2/c1-2-3-4-5-7(9)6-8/h2-6H2,1H3",
1469,1136,C7KET23O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h7H,3-5H2,1-2H3/t7-/m0/s1",
1470,1137,C7KET24O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h7H,3-5H2,1-2H3/t7-/m0/s1",
1471,1138,C7KET25O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h7H,3-5H2,1-2H3/t7-/m0/s1",
1472,1139,C7KET26O,2,"InChI=1S/C7H13O2/c1-6(8)4-3-5-7(2)9/h6H,3-5H2,1-2H3/t6-/m0/s1",
1473,1140,C7KET31O,2,"InChI=1S/C7H13O2/c1-2-3-4-7(9)5-6-8/h2-6H2,1H3",
1474,1141,C7KET32O,2,"InChI=1S/C7H13O2/c1-3-4-5-7(9)6(2)8/h6H,3-5H2,1-2H3/t6-/m0/s1",
1475,1142,C7KET34O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h7H,3-5H2,1-2H3/t7-/m0/s1",
1476,1143,C7KET35O,2,"InChI=1S/C7H13O2/c1-3-6(8)5-7(9)4-2/h6H,3-5H2,1-2H3/t6-/m0/s1",
1477,1144,C7KET36O,2,"InChI=1S/C7H13O2/c1-3-7(9)5-4-6(2)8/h6H,3-5H2,1-2H3/t6-/m0/s1",
1478,1145,C7KET37O,2,"InChI=1S/C7H13O2/c1-2-7(9)5-3-4-6-8/h2-6H2,1H3",
1479,1146,C7KET41O,2,"InChI=1S/C7H13O2/c1-2-4-7(9)5-3-6-8/h2-6H2,1H3",
1480,1147,C7KET42O,2,"InChI=1S/C7H13O2/c1-3-4-7(9)5-6(2)8/h6H,3-5H2,1-2H3/t6-/m0/s1",
1481,1148,C7KET43O,2,"InChI=1S/C7H13O2/c1-3-5-7(9)6(8)4-2/h6H,3-5H2,1-2H3/t6-/m0/s1",
1482,1149,C7Y24,1,"InChI=1S/C7H12O2/c1-3-4-7(9)5-6(2)8/h3-5H2,1-2H3",
1483,1150,C7Y13,1,"InChI=1S/C7H12O2/c1-2-3-4-7(9)5-6-8/h6H,2-5H2,1H3",
1484,1151,C7Y35,1,"InChI=1S/C7H12O2/c1-3-6(8)5-7(9)4-2/h3-5H2,1-2H3",
1485,1152,C7H14OOH1-2O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(8)6-10-9/h7,9H,2-6H2,1H3/t7-/m0/s1",
1486,1153,C7H14OOH1-3O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(8)5-6-10-9/h7,9H,2-6H2,1H3/t7-/m0/s1",
1487,1154,C7H14OOH1-4O,2,"InChI=1S/C7H15O3/c1-2-4-7(8)5-3-6-10-9/h7,9H,2-6H2,1H3/t7-/m0/s1",
1488,1155,C7H14OOH1-5O,2,"InChI=1S/C7H15O3/c1-2-7(8)5-3-4-6-10-9/h7,9H,2-6H2,1H3/t7-/m0/s1",
1489,1156,C7H14OOH2-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-5-7(6-8)10-9/h7,9H,2-6H2,1H3/t7-/m0/s1",
1490,1157,C7H14OOH2-3O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1491,1157,C7H14OOH2-3O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(8)6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1492,1158,C7H14OOH2-4O,2,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1493,1158,C7H14OOH2-4O,2,"InChI=1S/C7H15O3/c1-3-4-7(8)5-6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1494,1159,C7H14OOH2-5O,2,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1495,1159,C7H14OOH2-5O,2,"InChI=1S/C7H15O3/c1-3-7(8)5-4-6(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1496,1160,C7H14OOH2-6O,2,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1497,1160,C7H14OOH2-6O,2,"InChI=1S/C7H15O3/c1-6(8)4-3-5-7(2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1498,1161,C7H14OOH3-1O,2,"InChI=1S/C7H15O3/c1-2-3-4-7(10-9)5-6-8/h7,9H,2-6H2,1H3/t7-/m0/s1",
1499,1162,C7H14OOH3-2O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1500,1162,C7H14OOH3-2O,2,"InChI=1S/C7H15O3/c1-3-4-5-7(10-9)6(2)8/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1501,1163,C7H14OOH3-4O,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
1502,1163,C7H14OOH3-4O,2,"InChI=1S/C7H15O3/c1-3-5-6(8)7(4-2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7+/m0/s1",
1503,1164,C7H14OOH3-5O,2,"InChI=1S/C7H15O3/c1-3-6(8)5-7(4-2)10-9/h6-7,9H,3-5H2,1-2H3/t6-,7-/m0/s1",
